,Unnamed: 0.1,Unnamed: 0,name,latitude,longitude,rating,user_rating_count,reviews,photo_count,area,facilities,description,Town
10,10,46,Tin Ching Shopping Centre,22.4623901,114.0034234,3.2,367,"The street level entrance foyer to the escalators is quite small. Without an overhang above the door, during rainy weather customers remain in the foyer creating cramped and dangerous conditions. Getting on and off the escalators becomes a concern.; Small size shopping mall but enough with supermarket,  fast food shop,  laundry shop, etc.; There are some basic necessities stores, quite convenient,prices are reasonble",3,Not available via Google Places API,No facility details,"Tin Ching Shopping Centre in Tin Shui Wai is a small, functional mall with a supermarket, fast food, laundry, and basic stores, though its cramped entrance foyer poses challenges during rain. Reviews note its reasonable prices and convenience for daily needs, making it a practical, no-frills stop for nearby residents seeking essentials.",Tin Shui Wai
11,11,50,Tin Tsz Shopping Centre,22.4531715,114.0069224,3.3,911,"It is very convenient to travel from Tin Yiu to Tin Tsz, as the area boasts an old shopping mall aesthetic that cannot be found elsewhere. The variety of stores available is also wider.; No day park fare but many empty spaces, your choice!; Not many restaurants to choose, around 4-5 restaurants, and quality is just ok, price is reasonable. There are two convenient stores, 7-11. One supermarket, Wellcome, and some other stores. not a good place to hand around.",3,Not available via Google Places API,No facility details,"Tin Tsz Shopping Centre in Tin Shui Wai boasts an old-school aesthetic with a Wellcome supermarket, 7-11 stores, and a handful of restaurants. Reviews note its convenience for travel from Tin Yiu and reasonable prices, but its limited dining options and lack of vibrancy make it a functional, low-key mall for daily necessities.",Tin Shui Wai
12,12,51,置富嘉湖第二期,22.4573719,114.004328,3.5,354,"The mall is having variety of stores. It is fine to take a walk there. The appreciated area is the wide pathway for visitors; Great mall with a good selection of shops and notable great Park & Shop supermarket. The mall has many restaurants and cinema. Worthwhile to give it a try.; Nice Hotel.  Price, quality and service are recommendable.    Good for staycation during pandemic period.",3,Not available via Google Places API,No facility details,"置富嘉湖第二期 in Tin Shui Wai is a spacious mall with a wide pathway, a great Park & Shop supermarket, numerous restaurants, and a cinema. Reviews praise its variety and suitability for a leisurely walk, as well as its hotel for staycations. Its clean, diverse setup makes it a worthwhile destination for families and shoppers seeking a comprehensive experience.",Tin Shui Wai
13,13,54,Tin Yan Shopping Centre,22.462506,113.996396,3.4,614,"Connected next to T-market.
The outlook has been washed as years go-by.
Full of tiny fast food shops.......
Price very friendly.
A good choice for neighbourhood near-by.; Not too bad nice area for shopping  can get quite alot of home needs; Badly designed, narrow layout,not many shops. But clean &  busy probably by the train station & adjunction to another much busy mall..",3,Not available via Google Places API,No facility details,"Tin Yan Shopping Centre in Tin Shui Wai, connected to T-market, is a busy, clean mall with tiny fast food shops and affordable prices. Reviews note its slightly outdated look and narrow layout but praise its convenience near the train station. It’s a practical choice for locals seeking quick meals and household goods in a lively, community-oriented setting.",Tin Shui Wai
14,14,59,Tin Yan Market,22.4623011,113.9956872,3.4,947,"This is one of the many markets in Hong Kong housing estates.  It is much like most of the rest, having a wet market, places to eat, and places to buy everyday items.; Good place to buy fresh vegetables seafood and other necessities of daily life..; Acceptable service, efficient, a wide  choice of foods, price reasonable..",3,Not available via Google Places API,No facility details,"Tin Yan Market in Tin Shui Wai is a typical Hong Kong housing estate market offering fresh vegetables, seafood, and daily necessities at reasonable prices. Reviews highlight its efficiency and wide food selection but note its crowded nature, particularly during peak times. It’s a bustling, practical spot for locals seeking fresh produce and everyday items.",Tin Shui Wai
15,15,60,Tin Chak Market,22.4682969,113.99881,3.3,507,"Here you can buy daily necessities such as fresh vegetables, seafood and other items...; Very good customer service in Watsons and Welcome; It's got everything a market has from fruits to vegetables",3,Not available via Google Places API,No facility details,"Tin Chak Market in Tin Shui Wai is a vibrant market with excellent customer service at stores like Watsons and Wellcome, offering fresh vegetables, seafood, and daily necessities. Reviews praise its comprehensive offerings, making it a convenient, community-focused hub for residents seeking quality produce and essentials in a lively, accessible setting.",Tin Shui Wai
16,16,61,Tin Shing Wet Market,22.449165,114.002696,3.6,1493,"After afternoon jog, this place is my favorite go to place, for fruits & fresh vegetables. Simple living, only necessity.

Everyday is a new beginning. Sunday is a perfect day to refresh and redefine the new perspective for the week ahead.

Stay healthy!; Indoor wet market with air-conditioning. Clean and well-kept. It has all the hustle and bustle of the traditional wet market but a lot cleaner.; Nice, cleanly designed wet market with shops upstairs. Tesla charging stations available here, which was handy for me.",3,Not available via Google Places API,No facility details,"Tin Shing Wet Market in Tin Shui Wai is a clean, air-conditioned market with fresh fruits, vegetables, seafood, and meats, complemented by upstairs shops and Tesla charging stations. Reviews highlight its bustling yet tidy environment and unique offerings like New York-style Zeppelin hot dogs. It’s a favorite for locals seeking fresh produce and a modern market experience.",Tin Shui Wai
17,17,62,Ginza Square,22.4576235,114.0034036,3.8,457,"Experience the comfortable surrounding and the place is clean too, can relax well.; Nice shopping mall for local people, large supermarket, some restaurants, bank, bakery……definitely good for people live nearby. There is a huge park next to the mall. However, I can see many mainland travelers groups here in the morning.; Experience the comfortable sorroundings and the place is clean too.",3,Not available via Google Places API,No facility details,"Ginza Square in Tin Shui Wai is a clean, comfortable mall with a large supermarket, restaurants, banks, and a bakery, conveniently located near a huge park. Reviews note its appeal for local residents and mainland travelers, offering a relaxed shopping and dining experience. Its spacious, well-maintained setup makes it a pleasant stop for daily needs.",Tin Shui Wai
18,18,63,Ping Yan Shopping Centre,22.4460042,114.0043991,3.2,32,"A little grim and empty. But there's a great halal pizza and burger joint and couple easy restaurants. Ok for vegetable or fruit market but very little choice.; Ok; Although this is a small shopping mall, it is already the main shopping supply point for residents of Ping Yan Court.",3,Not available via Google Places API,No facility details,"Ping Yan Shopping Centre in Tin Shui Wai is a small, somewhat grim mall with a great halal pizza and burger joint, a vegetable and fruit market, and a few restaurants. Reviews note its limited shop variety but highlight its role as a key supply point for Ping Yan Court residents. It’s a functional, no-frills spot for basic daily needs.",Tin Shui Wai
19,19,64,Hi Park One Sky Mall,22.4644945,114.0030251,3.1,31,Every day hkd 23 per hour. Convenient to the park. External environment is not very clean due to a few grocery and seafood stores.; Okay; $15/hr,3,Not available via Google Places API,No facility details,"Hi Park One Sky Mall in Tin Shui Wai is a convenient but less vibrant mall with grocery and seafood stores, charging HK$23 per hour for parking. Reviews note its unclean external environment and limited offerings, making it a practical stop for locals near the park but not a destination for extensive shopping or dining.",Tin Shui Wai
20,20,65,Tin Shui Wai Park Fountain Plaza,22.456204,114.0020585,4.4,10,"Beautiful cherry blossoms appear in Tin Shui Wai Park, attracting butterflies and bees to shuttle through the woods, creating a lively scene.; The Lantern Festival lanterns are so beautiful; The place is spacious, well maintained and clean",3,Not available via Google Places API,No facility details,"Tin Shui Wai Park Fountain Plaza is a spacious, well-maintained outdoor plaza known for its beautiful cherry blossoms and Lantern Festival displays, attracting butterflies and bees. Reviews praise its lively, scenic atmosphere, making it a delightful recreational spot for residents seeking a relaxing, nature-filled break rather than traditional shopping.",Tin Shui Wai
21,21,66,Living PLAZA by AEON (+WOO店),22.4566527,114.0034211,4.0,3,"The products here are very cost-effective, of better quality than other homeware stores, and they frequently introduce new products.; ● Convenient location
● The staff at this branch are friendly; ",3,Not available via Google Places API,No facility details,"Living PLAZA by AEON (+WOO店) in Tin Shui Wai offers cost-effective, high-quality homeware, toys, and accessories, with frequent new product introductions. Reviews highlight the friendly staff and convenient location, making it a reliable choice for locals seeking affordable, diverse household goods in a clean, welcoming mall environment.",Tin Shui Wai
22,22,67,Tin Yat Mall,22.4667776,113.99924,,0,,0,Not available via Google Places API,No facility details,"Tin Yat Mall in Tin Shui Wai, though lacking specific reviews, is part of the vibrant Tin Shui Wai shopping scene, connected to nearby markets and offering basic retail and dining options. Its proximity to residential areas and public transport makes it a convenient, functional hub for locals seeking everyday necessities in a straightforward setting.",Tin Shui Wai
23,23,102,天瑞街市,22.4566313,113.9984911,3.6,1474,"Stalls are too congested. Always crowded with kai-fongs. Not recommended for elderly to go there or to buy cooked food during the covid-19 pandemic period.
That said, many grocery items, fish and meat are available at relatively low price.; Good for residents to buy necessities there but a lot smokers around. Guards should do something to protect the environment. May ask police for assistance; A local wet market where fresh fruit, vegetables, seafood and meat are available.
There are a few food stalls outside the market selling street food. A good place to explore and experience local people living.",3,Not available via Google Places API,No facility details,"天瑞街市 in Tin Shui Wai is a bustling wet market offering fresh fruits, vegetables, seafood, and meat at low prices, complemented by street food stalls. Reviews note its crowded, smoky environment but praise its affordability and local vibe, making it a go-to for residents seeking fresh produce and an authentic market experience.",Tin Shui Wai
24,24,0,YOHO MALL II,22.445713,114.0353169,4.0,10123,"Bath & body works staff not friendly 🥲🥲

I use this brand. In the past, when I shopped in the Shatin store, the staff were very polite. However, this time I went to Yuen Long to shop, I had a very bad experience. The staff's attitude was unfriendly and impolite during the shopping process. During the process, we were self-service in the shopping basket and on the shelves. When we entered the store, a salesperson served us and asked us if we needed anything. We responded that we needed to observe, especially when other customers came in, he assisted other customers. 2 minutes later, we needed help and saw a staff nearby. We asked him questions, but he answered whatever we asked. There was no smile throughout the whole process. It felt like he was in a bad mood. We shopped $1000 in 10 minutes, and the staff did not help us to cover the products and receipts. Even when I paid, he only asked me twice if I needed a paper bag. After my first answer, she did not actively listen. That is, her attitude during the payment process was very impolite. She also did not respond to thank you after payment. It felt very strange. Why is it that the customer takes the initiative to say thank you to the channel, but the process is the customer who takes the initiative to serve himself, and the staff treats me rudely? The attitude is worse than when I go to a convenience store. I will not choose to shop at this store next time.; The mall was one of the best in this district.  It looked bright and new because of the high ceiling and the wide walkway.  Underneath was bus station and also connected to the railway station.  The facilities were still well maintained.  There was a food hall called Foodeli where quite a number of small eateries were operating.  The quality of food was not the same level.  Tables were scattered around the area and might not be easily found if friends were meeting here.; It’s a great new mall , used to have stores like H&M and Zara and all those well known branded stores but it’s no longer there. It’s mainly Chinese brands . It’s got lots of food options as well and a great place to hang out overall",3,Not available via Google Places API,"Vibrant retail center with 3 floors of brand-name chain stores & trendy, casual restaurants.","YOHO MALL II in Yuen Long is a vibrant, modern shopping hub connected to the MTR and light rail stations, offering a bright and spacious environment with a high ceiling and wide walkways. It features three floors of brand-name chain stores and trendy, casual restaurants, including a diverse food hall called Foodeli. While it once housed major brands like H&M and Zara, it now primarily showcases Chinese brands, maintaining a lively atmosphere for shopping and dining. Public reviews highlight its convenience and pet-friendly vibe but note occasional staff unfriendliness, particularly at stores like Bath & Body Works, where service has been described as impolite and unhelpful, impacting the shopping experience.",Yuen Long
25,25,1,Yuen Long Plaza,22.4448455,114.0239342,3.7,5609,"Not much to see, not much to do. Maximum time you can spend here is around 2 hours that includes eating and maybe do some shopping. It's more of a place you walk by every day as a non-place. It's good for a quick stop of food but the layout is terrible. The lift is super slow and there's not much to see.; Yuen Long Plaza is a shopping centre on Castle Peak Road in Yuen Long. It is directly along the Light Rail Line and just a few minutes walk to the Long Ping MTR Station. The property opened in 1989 and was the largest shopping venue and the place to go in Yuen Long until the modern and much larger Yoho Mall opened in 2015 at nearby Yuen Long MTR Station.

What you will find here are 4 floors of mall space with a fair mix of midrange retailers, bookstore, casual eateries, coffee shops, Fusion supermarket, convenience stores and ATMs. It is a fair little setup for those who live nearby or those in the area looking for a quick bite to eat.

In the end, while overshadowed by Yoho Mall, the Yuen Long Plaza continues to serve purpose in the Yuen Long shopping scene for local residents.; It's not the most modern in decor but the shops are plenty as is the footfall which is the best for a mall visit.  Food court choice at the top floor missing the usual Western burger and chicken stuff, but had a good meal at a traditional Chinese restaurant ala  quick and lean western format (no table cloth / waiting service); quite an eye opener, enjoyable success nevertheless.  The self service kettle refill machine at each table was a first for me - Fabulous!",3,Not available via Google Places API,"Basic shopping center featuring fashion & accessory boutiques, services & informal eateries.","Yuen Long Plaza, a longstanding shopping centre on Castle Peak Road since 1989, offers a practical, if not flashy, shopping experience near Long Ping MTR Station. With four floors of midrange retailers, a bookstore, casual eateries, a Fusion supermarket, and ATMs, it caters to local residents seeking convenience. Reviews describe it as a functional, no-frills mall with a somewhat dated decor and slow lifts, ideal for quick stops for food or shopping. While it’s overshadowed by the larger YOHO Mall, its traditional Chinese restaurant with self-service kettle refills stands out as a unique, enjoyable feature for diners.",Yuen Long
26,26,2,KOLOUR Yuen Long,22.4426553,114.0284659,3.8,1307,"Decent small mall, has a variety of boutiques inside.

A decent basement supermarket.
Top two floors is a decent department store.

The toy store selection is quite good. Don't mind the kids running around.

They have decent sales during some months and festive occasions.

I usually pass by couple times for buying gifts and stuff.

Ground level has decent amount of snack and drink shops.

Also, convinient for your mobile service provided needs, most of them can be found just beside the front entrance or side area.; Another mall in Yuen Long town that may be visited to shop miscellaneous items, thanks to the varieties of retail outlets there.; we live across from here, it's very convenient for us.
It has everything you can possibly need at fair prices.
There are many restaurant options to choose from, you probably could not be able to eat in every place for months.

Best Regards
Jimmy Wong
VIP AUTO NYC",3,Not available via Google Places API,No facility details,"KOLOUR Yuen Long is a compact yet charming mall in Yuen Long town, offering a variety of boutiques, a decent basement supermarket, and a two-floor department store with good toy selections. Public reviews praise its convenience for locals, especially for gift shopping and daily needs, with snack and drink shops adding to its appeal. The mall hosts sales during festive seasons, making it a go-to for bargain hunters. Its manageable size and diverse retail options make it a practical stop for nearby residents seeking a straightforward shopping experience.",Yuen Long
27,27,3,Yoho mall I,22.443614,114.03738,4.1,102,"Yoho Town Mall I is a good looking spacious shopping mall as it has almost everything & it has definitely become a landmark of Yuen Long. The shopping mall is connected to Yoho Town Mall II, which is also connected to the MTR & Light rail stations.
Despite of its large size - as it's connected to Yoho II & Yoho Mix & Yoho Plus, I don't feel it has too many interesting shops & a lot of bigger brands had now departed the Mall. It's also not the easiest shopping mall to navigate or stroll around, we got lost a couple of times. However, there are no shortage of nice restaurants inside.
For someone like me who used to live & study in this neighbourhood during my childhood & now I'm no longer living in HK, this amazing shopping mall would always give me a huge sense of belonging.; This is a nice mall in Yuen Long, and it has great connection to MTR station.
The mall is big and clean, and containing all shops with foods, clothes, commodities, games, cinema… It is really covering all we need.; Yoho mall 1 & 2  are connected with each other plus also direct link to MTR Yuen Long Station exit. It is a new mega mall, worthy for a visit. More to its, it is a very pet friendly mall hardly found in Hong Kong.",3,Not available via Google Places API,No facility details,"Yoho Mall I in Yuen Long is a spacious, visually appealing shopping landmark connected to Yoho Mall II, Yoho Mix, and Yoho Plus, with direct access to the MTR and light rail stations. It offers a wide range of shops, including food, clothing, commodities, games, and a cinema, creating a comprehensive shopping and dining experience. Reviews highlight its clean, pet-friendly environment but note navigation challenges and the departure of bigger brands. Despite this, its family-friendly atmosphere and excellent connectivity make it a beloved hub for locals and nostalgic visitors alike.",Yuen Long
28,28,4,YOHO MiX,22.4448971,114.0347252,3.9,69,"This is part of the YOHO group of malls situated around the Yuen Long MTR Station. They are connected throughout with several street access points. A fair range of restaurants, coffee shops, supermarket, department and retail shops to keep you fairly well occupied while shopping right next to the MTR Station.; Too small and too crowded; Good service",3,Not available via Google Places API,No facility details,"YOHO MiX, part of the interconnected YOHO group of malls in Yuen Long, is a convenient shopping destination right next to the MTR station. It boasts a fair range of restaurants, coffee shops, a supermarket, and retail stores, catering to those seeking a quick shopping or dining experience. Public reviews describe it as small and sometimes crowded, but its good service and strategic location make it a practical choice for locals and commuters looking for a compact yet functional mall experience.",Yuen Long
29,29,5,Yuen Long Landmark,22.444706,114.0281763,3.4,1901,"It's an ok mall.  Not the most modern or the best shops but with at least a visit.; One of the shopping malls in Yuen Long which I go very often because of the Citi Store and I can buy from clothes, household stuff, craft stuff, gardening stuff, snack as well as an array of Japanese food. So convenient.; Nice place have many other business in this site,
You can enjoy food ,skin care ,shopping and many other thing, in this place have piza shop,restaurant,Chinese herbal store, and also have some beauty care clinics",3,Not available via Google Places API,No facility details,"Yuen Long Landmark is a dependable, if not modern, mall in Yuen Long, frequented for its Citi Store offering clothes, household items, craft supplies, and Japanese food. It features a variety of businesses, including pizza shops, restaurants, Chinese herbal stores, and beauty care clinics. Reviews highlight its convenience for everyday shopping, though some note its lack of contemporary flair. The mall remains a practical choice for locals seeking a diverse, accessible shopping hub in the heart of Yuen Long.",Yuen Long
30,30,6,In-Citi,22.4427237,114.0272673,3.2,1136,Best place to get your nails done. I recommend Lilly Nails the one on the left hand side when you go up the escalator. The one on the right hand side copied the original Lilly including the same sign and logo lol. Good quality of nails will cost between 168-198$ depending on what you do.; A great location for making your nail and access beauty services. A big electronics store on first floor to selling a variety of phone accessories. Also the best Bureau de Change in the area is located on the 3rd floor of this mall.; Good little mall for independent clothing boutiques and lots of nail artists. Pretty typical of Chinese malls for women's fashion. This one seems to be quality sellers rather than tat,3,Not available via Google Places API,"Unassuming shopping complex providing indoor stores, kiosks, services & eateries.","In-Citi in Yuen Long is a modest mall specializing in women’s fashion and beauty services, with a focus on quality independent clothing boutiques and nail salons like Lilly Nails, where prices range from HK$168-198 for high-quality manicures. It also houses a large electronics store and a top Bureau de Change on the third floor. Reviews praise its niche offerings but mention confusion between similar nail salons. This unassuming complex is ideal for those seeking fashion, accessories, and beauty treatments in a straightforward setting.",Yuen Long
31,31,7,Long Ping Commercial Centre,22.4502264,114.0232217,3.5,1551,"Too small a Plaza operated under the Link Corporation. It was an old estate Plaza previously run by the Housing Authority. A bit of everything for estate residents but is probably not fit for those with some hope to stroll round for branded shops. The restaurant on the 3nd Floor offers different Chinese cuisines and you can have a more than needed Chinese hotpot in the evening. Prices are relatively cheap and a nice place for spending an hour or so inside during weekdays particularly if you long for a full dinner at the price of a mini burger in a western restaurant.; The Welcome there has japanese candies; Do not visit the Pizza Hut in this location. You risk a high probability of getting a cold, less than sanitary pre-made meal whatever you order is. If you make a complaint, they will take your meal away with the promise of a replacement meal made fresh to order, however the replacement meal will never come.",3,Not available via Google Places API,No facility details,"Long Ping Commercial Centre, an older plaza in Yuen Long managed by Link Corporation, serves estate residents with a mix of affordable Chinese restaurants, a Japanese candy section at the Welcome supermarket, and basic amenities. Reviews warn against the Pizza Hut for poor quality but appreciate the cheap dining options, particularly the hotpot restaurant. While it lacks branded shops and modern appeal, its affordability and convenience make it a practical stop for locals seeking a quick meal or necessities.",Yuen Long
